21,15	-1	-0,0C	25,5
21,20	-1	-0,0C	25,5
21,25	-1	-0,0C	25,5
21,30	-1	-0,0C	25,5
21,35	-1	-0,0C	25,5
21,40	-1	-0,0C	25,5
21,45	-1	-0,0C	25,5
21,50	-1	-0,0C	25,5
21,55	-1	-0,0C	25,5
21,60	-1	-0,0C	25,5
21,65	-1	-0,0C	25,5
21,70	-1	-0,0C	25,5
21,75	-1	-0,0C	25,5
21,80	-1	-0,0C	25,5
21,85	-1	-0,0C	25,5
21,90	-1	-0,0C	25,5
21,95	-1	-0,0C	25,5
22,00	-1	-0,0C	25,5
22,05	-1	-0,0C	25,5
22,10	-1	-0,0C	25,5
22,15	-1	-0,0C	25,5
22,20	-1	-0,0C	25,5
22,25	-1	-0,0C	25,5
22,30	-1	-0,0C	25,5
22,35	-1	-0,0C	25,5
22,40	-1	-0,0C	25,5
22,45	-1	-0,0C	25,5
22,50	-1	-0,0C	25,5
22,55	-1	-0,0C	25,5
22,60	-1	-0,0C	25,5
22,65	-1	-0,0C	25,5
22,70	-1	-0,0C	25,5
22,75	-1	-0,0C	25,5
22,80	-1	-0,0C	25,5
22,85	-1	-0,0C	25,5
22,90	-1	-0,0C	25,5
22,95	-1	-0,0C	25,5
23,00	-1	-0,0C	25,5
23,05	-1	-0,0C	25,5
23,10	-1	-0,0C	25,5
23,15	-1	-0,0C	25,5
23,20	-1	-0,0C	25,5
23,25	-1	-0,0C	25,5
23,30	-1	-0,0C	25,5
23,35	-1	-0,0C	25,5
23,40	-1	-0,0C	25,5
23,45	-1	-0,0C	25,5
23,50	-1	-0,0C	25,5
23,55	-1	-0,0C	25,5
23,60	-1	-0,0C	25,5
23,65	-1	-0,0C	25,5
23,70	-1	-0,0C	25,5
23,75	-1	-0,0C	25,5
23,80	-1	-0,0C	25,5
23,85	-1	-0,0C	25,5
23,90	-1	-0,0C	25,5
23,95	-1	-0,0C	25,5
24,00	-1	-0,0C	25,5
24,05	-1	-0,0C	25,5
24,10	-1	-0,0C	25,5
24,15	-1	-0,0C	25,5
24,20	-1	-0,0C	25,5
24,25	-1	-0,0C	25,5
24,30	-1	-0,0C	25,5
24,35	-1	-0,0C	25,5
24,40	-1	-0,0C	25,5
24,45	-1	-0,0C	25,5
24,50	-1	-0,0C	25,5
24,55	-1	-0,0C	25,5
24,60	-1	-0,0C	25,5
24,65	-1	-0,0C	25,5
24,70	-1	-0,0C	25,5
24,75	-1	-0,0C	25,5
24,80	-1	-0,0C	25,5
24,85	-1	-0,0C	25,5
24,90	-1	-0,0C	25,5
24,95	-1	-0,0C	25,5
25,00	-1	-0,0C	25,5
25,05	-1	-0,0C	25,5
25,10	-1	-0,0C	25,5
25,15	-1	-0,0C	25,5
25,20	-1	-0,0C	25,5
25,25	-1	-0,0C	25,5
25,30	-1	-0,0C	25,5
25,35	-1	-0,0C	25,5
25,40	-1	-0,0C	25,5
25,45	-1	-0,0C	25,5
25,50	-1	-0,0C	25,5
25,55	-1	-0,0C	25,5
25,60	-1	-0,0C	25,5
25,65	-1	-0,0C	25,5
25,70	-1	-0,0C	25,5
25,75	-1	-0,0C	25,5
25,80	-1	-0,0C	25,5
25,85	-1	-0,0C	25,5
25,90	-1	-0,0C	25,5
25,95	-1	-0,0C	25,5
26,00	-1	-0,0C	25,5
26,05	-1	-0,0C	25,5
26,10	-1	-0,0C	25,5
26,15	-1	-0,0C	25,5
26,20	-1	-0,0C	25,5
26,25	-1	-0,0C	25,5
26,30	-1	-0,0C	25,5
26,35	-1	-0,0C	25,5
26,40	-1	-0,0C	25,5
26,45	-1	-0,0C	25,5
26,50	-1	-0,0C	25,5
26,55	-1	-0,0C	25,5
26,60	-1	-0,0C	25,5
26,65	-1	-0,0C	25,5
26,70	-1	-0,0C	25,5
26,75	-1	-0,0C	25,5
26,80	-1	-0,0C	25,5
26,85	-1	-0,0C	25,5
26,90	-1	-0,0C	25,5
26,95	-1	-0,0C	25,5
27,00	-1	-0,0C	25,5
27,05	-1	-0,0C	25,5
27,10	-1	-0,0C	25,5
27,15	-1	-0,0C	25,5
27,20	-1	-0,0C	25,5
27,25	-1	-0,0C	25,5
27,30	-1	-0,0C	25,5
27,35	-1	-0,0C	25,5
27,40	-1	-0,0C	25,5
27,45	-1	-0,0C	25,5
27,50	-1	-0,0C	25,5
27,55	-1	-0,0C	25,5
27,60	-1	-0,0C	25,5
27,65	-1	-0,0C	25,5
27,70	-1	-0,0C	25,5
27,75	-1	-0,0C	25,5
27,80	-1	-0,0C	25,5
27,85	-1	-0,0C	25,5
27,90	-1	-0,0C	25,5
27,95	-1	-0,0C	25,5
28,00	-1	-0,0C	25,5
28,05	-1	-0,0C	25,5
28,10	-1	-0,0C	25,5
28,15	-1	-0,0C	25,5
28,20	-1	-0,0C	25,5
28,25	-1	-0,0C	25,5
28,30	-1	-0,0C	25,5
28,35	-1	-0,0C	25,5
28,40	-1	-0,0C	25,5
28,45	-1	-0,0C	25,5
28,50	-1	-0,0C	25,5
28,55	-1	-0,0C	25,5
28,60	-1	-0,0C	25,5
28,65	-1	-0,0C	25,5
28,70	-1	-0,0C	25,5
28,75	-1	-0,0C	25,5
28,80	-1	-0,0C	25,5
28,85	-1	-0,0C	25,5
28,90	-1	-0,0C	25,5
28,95	-1	-0,0C	25,5
29,00	-1	-0,0C	25,5
29,05	-1	-0,0C	25,5
29,10	-1	-0,0C	25,5
29,15	-1	-0,0C	25,5
29,20	-1	-0,0C	25,5
29,25	-1	-0,0C	25,5
29,30	-1	-0,0C	25,5
29,35	-1	-0,0C	25,5
29,40	-1	-0,0C	25,5
29,45	-1	-0,0C	25,5
29,50	-1	-0,0C	25,5
29,55	-1	-0,0C	25,5
29,60	-1	-0,0C	25,5
29,65	-1	-0,0C	25,5
29,70	-1	-0,0C	25,5
29,75	-1	-0,0C	25,5
29,80	-1	-0,0C	25,5
29,85	-1	-0,0C	25,5
29,90	-1	-0,0C	25,5
29,95	-1	-0,0C	25,5
30,00	-1	-0,0C	25,5
30,05	-1	-0,0C	25,5
30,10	-1	-0,0C	25,5
30,15	-1	-0,0C	25,5
30,20	-1	-0,0C	25,5
30,25	-1	-0,0C	25,5
30,30	-1	-0,0C	25,5
30,35	-1	-0,0C	25,5
30,40	-1	-0,0C	25,5
30,45	-1	-0,0C	25,5
30,50	-1	-0,0C	25,5
30,55	-1	-0,0C	25,5
30,60	-1	-0,0C	25,5
30,65	-1	-0,0C	25,5
30,70	-1	-0,0C	25,5
30,75	-1	-0,0C	25,5
30,80	-1	-0,0C	25,5
30,85	-1	-0,0C	25,5
30,90	-1	-0,0C	25,5
30,95	-1	-0,0C	25,5
31,00	-1	-0,0C	25,5
31,05	-1	-0,0C	25,5
31,10	-1	-0,0C	25,5
31,15	-1	-0,0C	25,5
31,20	-1	-0,0C	25,5
31,25	-1	-0,0C	25,5
31,30	-1	-0,0C	25,5
31,35	-1	-0,0C	25,5
31,40	-1	-0,0C	25,5
31,45	-1	-0,0C	25,5
31,50	-1	-0,0C	25,5
31,55	-1	-0,0C	25,5
31,60	-1	-0,0C	25,5
31,65	-1	-0,0C	25,5
31,70	-1	-0,0C	25,5
31,75	-1	-0,0C	25,5
31,80	-1	-0,0C	25,5
31,85	-1	-0,0C	25,5
31,90	-1	-0,0C	25,5
31,95	-1	-0,0C	25,5
32,00	-1	-0,0C	25,5
32,05	-1	-0,0C	25,5
32,10	-1	-0,0C	25,5
32,15	-1	-0,0C	25,5
32,20	-1	-0,0C	25,5
32,25	-1	-0,0C	25,5
32,30	-1	-0,0C	25,5
32,35	-1	-0,0C	25,5
32,40	-1	-0,0C	25,5
32,45	-1	-0,0C	25,5
32,50	-1	-0,0C	25,5
32,55	-1	-0,0C	25,5
32,60	-1	-0,0C	25,5
32,65	-1	-0,0C	25,5
32,70	-1	-0,0C	25,5
32,75	-1	-0,0C	25,5
32,80	-1	-0,0C	25,5
32,85	-1	-0,0C	25,5
32,90	-1	-0,0C	25,5
32,95	-1	-0,0C	25,5
33,00	-1	-0,0C	25,5
33,05	-1	-0,0C	25,5
33,10	-1	-0,0C	25,5
33,15	-1	-0,0C	25,5
33,20	-1	-0,0C	25,5
33,25	-1	-0,0C	25,5
33,30	-1	-0,0C	25,5
33,35	-1	-0,0C	25,5
33,40	-1	-0,0C	25,5
33,45	-1	-0,0C	25,5
33,50	-1	-0,0C	25,5
33,55	-1	-0,0C	25,5
33,60	-1	-0,0C	25,5
33,65	-1	-0,0C	25,5
33,70	-1	-0,0C	25,5
33,75	-1	-0,0C	25,5
33,80	-1	-0,0C	25,5
33,85	-1	-0,0C	25,5
33,90	-1	-0,0C	25,5
33,95	-1	-0,0C	25,5
34,00	-1	-0,0C	25,5
34,05	-1	-0,0C	25,5
34,10	-1	-0,0C	25,5
34,15	-1	-0,0C	25,5
